name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Palkia,Palkiaパルキア,484,4,water,dragon,1,336.0,4.2,90,120,100,150,120,100,680,3.0,1250000,0,30720,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1
Heatran,Heatranヒードラン,485,4,fire,steel,1,430.0,1.7,91,90,106,130,106,77,600,3.0,1250000,100,2560,50.0,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,1
Regigigas,Regigigasレジギガス,486,4,normal,NT2,1,420.0,3.7,110,160,110,80,110,100,670,3.0,1250000,0,30720,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Giratina,Giratina (another Forme)ギラティナ,487,4,ghost,dragon,1,750.0,4.5,150,100,120,100,120,90,680,3.0,1250000,0,30720,0.0,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1
Cresselia,Cresseliaクレセリア,488,4,psychic,NT2,1,85.6,1.5,120,70,120,75,130,85,600,3.0,1250000,100,30720,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Phione,Phioneフィオネ,489,4,water,NT2,1,3.1,0.4,80,80,80,80,80,80,480,30.0,1250000,70,10240,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Manaphy,Manaphyマナフィ,490,4,water,NT2,1,1.4,0.3,100,100,100,100,100,100,600,3.0,1250000,70,2560,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1
Darkrai,Darkraiダークライ,491,4,dark,NT2,1,50.5,1.5,70,90,90,135,90,125,600,3.0,1250000,0,30720,0.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
Shaymin,Shaymin (sky Forme)シェイミ,492,4,grass,grass,1,2.1,0.2,100,100,100,100,100,100,600,45.0,1059860,100,30720,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1
Arceus,Arceusアルセウス,493,4,normal,NT2,1,320.0,3.2,120,120,120,120,120,120,720,3.0,1250000,0,30720,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Victini,Victiniビクティニ,494,5,psychic,fire,1,4.0,0.4,100,100,100,100,100,100,600,3.0,1250000,100,30720,0.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1
Snivy,Tsutarjaツタージャ,495,5,grass,NT2,0,8.1,0.6,45,45,55,45,55,63,308,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Servine,Janovyジャノビー,496,5,grass,NT2,0,16.0,0.8,60,60,75,60,75,83,413,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Serperior,Jalordaジャローダ,497,5,grass,NT2,1,63.0,3.3,75,75,95,75,95,113,528,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Tepig,Pokabuポカブ,498,5,fire,NT2,0,9.9,0.5,65,63,45,45,45,45,308,45.0,1059860,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Pignite,Chaobooチャオブー,499,5,fire,fighting,0,55.5,1.0,90,93,55,70,55,55,418,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Emboar,Enbuohエンブオー,500,5,fire,fighting,1,150.0,1.6,110,123,65,100,65,65,528,45.0,1059860,70,5120,88.1,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0
Oshawott,Mijumaruミジュマル,501,5,water,NT2,0,5.9,0.5,55,55,45,63,45,45,308,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Dewott,Futachimaruフタチマル,502,5,water,NT2,0,24.5,0.8,75,75,60,83,60,60,413,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Samurott,Daikenkiダイケンキ,503,5,water,NT2,1,94.6,1.5,95,100,85,108,70,70,528,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Patrat,Minezumiミネズミ,504,5,normal,NT2,0,11.6,0.5,45,55,39,35,39,42,255,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Watchog,Miruhogミルホッグ,505,5,normal,NT2,1,27.0,1.1,60,85,69,60,69,77,420,255.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Lillipup,Yorterrieヨーテリー,506,5,normal,NT2,0,4.1,0.4,45,60,45,25,45,55,275,255.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Herdier,Herderrieハーデリア,507,5,normal,NT2,0,14.7,0.9,65,80,65,35,65,60,370,120.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Stoutland,Moolandムーランド,508,5,normal,NT2,1,61.0,1.2,85,110,90,45,90,80,500,45.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Purrloin,Choronekoチョロネコ,509,5,dark,NT2,0,10.1,0.4,41,50,37,50,37,66,281,255.0,1000000,70,5120,50.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Liepard,Lepardasレパルダス,510,5,dark,NT2,1,37.5,1.1,64,88,50,88,50,106,446,90.0,1000000,70,5120,50.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Pansage,Yanappuヤナップ,511,5,grass,NT2,0,10.5,0.6,50,53,48,53,48,64,316,190.0,1000000,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Simisage,Yanakkieヤナッキー,512,5,grass,NT2,1,30.5,1.1,75,98,63,98,63,101,498,75.0,1000000,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Pansear,Baoppuバオップ,513,5,fire,NT2,0,11.0,0.6,50,53,48,53,48,64,316,190.0,1000000,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Simisear,Baokkieバオッキー,514,5,fire,NT2,1,28.0,1.0,75,98,63,98,63,101,498,75.0,1000000,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Panpour,Hiyappuヒヤップ,515,5,water,NT2,0,13.5,0.6,50,53,48,53,48,64,316,190.0,1000000,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Simipour,Hiyakkieヒヤッキー,516,5,water,NT2,1,29.0,1.0,75,98,63,98,63,101,498,75.0,1000000,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Munna,Munnaムンナ,517,5,psychic,NT2,0,23.3,0.6,76,25,45,67,55,24,292,190.0,800000,70,2560,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Musharna,Musharnaムシャーナ,518,5,psychic,NT2,1,60.5,1.1,116,55,85,107,95,29,487,75.0,800000,70,2560,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Pidove,Mamepatoマメパト,519,5,normal,flying,0,2.1,0.3,50,55,50,36,30,43,264,255.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Tranquill,Hatobohハトーボー,520,5,normal,flying,0,15.0,0.6,62,77,62,50,42,65,358,120.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Unfezant,Kenhallowケンホロウ,521,5,normal,flying,1,29.0,1.2,80,115,80,65,55,93,488,45.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Blitzle,Shimamaシママ,522,5,electric,NT2,0,29.8,0.8,45,60,32,50,32,76,295,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Zebstrika,Zebraikaゼブライカ,523,5,electric,NT2,1,79.5,1.6,75,100,63,80,63,116,497,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Roggenrola,Dangoroダンゴロ,524,5,rock,NT2,0,18.0,0.4,55,75,85,25,25,15,280,255.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Boldore,Gantleガントル,525,5,rock,NT2,0,102.0,0.9,70,105,105,50,40,20,390,120.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Gigalith,Gigaiathギガイアス,526,5,rock,NT2,1,260.0,1.7,85,135,130,60,80,25,515,45.0,1059860,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Woobat,Koromoriコロモリ,527,5,psychic,flying,0,2.1,0.4,65,45,43,55,43,72,323,190.0,1000000,70,3840,50.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0
Swoobat,Kokoromoriココロモリ,528,5,psychic,flying,1,10.5,0.9,67,57,55,77,55,114,425,45.0,1000000,70,3840,50.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0
Drilbur,Mogurewモグリュー,529,5,ground,NT2,0,8.5,0.3,60,85,40,30,45,68,328,120.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Excadrill,Doryuzuドリュウズ,530,5,ground,steel,1,40.4,0.7,110,135,60,50,65,88,508,60.0,1000000,70,5120,50.0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0
Audino,Tabunneタブンネ,531,5,normal,NT2,1,31.0,1.1,103,60,86,60,86,50,445,255.0,800000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Timburr,Dokkorerドッコラー,532,5,fighting,NT2,0,12.5,0.6,75,80,55,25,35,35,305,180.0,1059860,70,5120,75.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Gurdurr,Dotekkotsuドテッコツ,533,5,fighting,NT2,0,40.0,1.2,85,105,85,40,50,40,405,90.0,1059860,70,5120,75.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Conkeldurr,Roubushinローブシン,534,5,fighting,NT2,1,87.0,1.4,105,140,95,55,65,45,505,45.0,1059860,70,5120,75.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Tympole,Otamaroオタマロ,535,5,water,NT2,0,4.5,0.5,50,50,40,50,40,64,294,255.0,1059860,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Palpitoad,Gamagaruガマガル,536,5,water,ground,0,17.0,0.8,75,65,55,65,55,69,384,120.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Seismitoad,Gamagerogeガマゲロゲ,537,5,water,ground,1,62.0,1.5,105,95,75,85,75,74,509,45.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Throh,Nagekiナゲキ,538,5,fighting,NT2,1,55.5,1.3,120,100,85,30,85,45,465,45.0,1000000,70,5120,100.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Sawk,Dagekiダゲキ,539,5,fighting,NT2,1,51.0,1.4,75,125,75,30,75,85,465,45.0,1000000,70,5120,100.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Sewaddle,Kurumiruクルミル,540,5,bug,grass,0,2.5,0.3,45,53,70,40,60,42,310,255.0,1059860,70,3840,50.0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Swadloon,Kurumayuクルマユ,541,5,bug,grass,0,7.3,0.5,55,63,90,50,80,42,380,120.0,1059860,70,3840,50.0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Leavanny,Hahakomoriハハコモリ,542,5,bug,grass,1,20.5,1.2,75,103,80,70,80,92,500,45.0,1059860,70,3840,50.0,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Venipede,Fushideフシデ,543,5,bug,poison,0,5.3,0.4,30,45,59,30,39,57,260,255.0,1059860,70,3840,50.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0
Whirlipede,Wheegaホイーガ,544,5,bug,poison,0,58.5,1.2,40,55,99,40,79,47,360,120.0,1059860,70,3840,50.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0
Scolipede,Pendrorペンドラー,545,5,bug,poison,1,200.5,2.5,60,100,89,55,69,112,485,45.0,1059860,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0
Cottonee,Monmenモンメン,546,5,grass,fairy,0,0.6,0.3,40,27,60,37,50,66,280,190.0,1000000,70,5120,50.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0
Whimsicott,Elfuunエルフーン,547,5,grass,fairy,1,6.6,0.7,60,67,85,77,75,116,480,75.0,1000000,70,5120,50.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0
Petilil,Churineチュリネ,548,5,grass,NT2,0,6.6,0.5,45,35,50,70,50,30,280,190.0,1000000,70,5120,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Lilligant,Dredearドレディア,549,5,grass,NT2,1,16.3,1.1,70,60,75,110,75,90,480,75.0,1000000,70,5120,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Basculin,Bassraoバスラオ,550,5,water,NT2,0,18.0,1.0,70,92,65,80,55,98,460,25.0,1000000,70,10240,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Sandile,Megurocoメグロコ,551,5,ground,dark,0,15.2,0.7,50,72,35,35,35,65,292,180.0,1059860,70,5120,50.0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,0
Krokorok,Waruvileワルビル,552,5,ground,dark,0,33.4,1.0,60,82,45,45,45,74,351,90.0,1059860,70,5120,50.0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,0
Krookodile,Waruvialワルビアル,553,5,ground,dark,1,96.3,1.5,95,117,80,65,70,92,519,45.0,1059860,70,5120,50.0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,0
Darumaka,Darumakkaダルマッカ,554,5,fire,NT2,0,37.5,0.6,70,90,45,15,45,50,315,120.0,1059860,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Darmanitan,Hihidarumaヒヒダルマ,555,5,fire,fire,1,92.9,1.3,105,140,55,30,55,95,480,60.0,1059860,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Maractus,Maracacchiマラカッチ,556,5,grass,NT2,1,28.0,1.0,75,86,67,106,67,60,461,255.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Dwebble,Ishizumaiイシズマイ,557,5,bug,rock,0,14.5,0.3,50,65,85,35,35,55,325,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Crustle,Iwapalaceイワパレス,558,5,bug,rock,1,200.0,1.4,70,105,125,65,75,45,485,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Scraggy,Zurugguズルッグ,559,5,dark,fighting,0,11.8,0.6,50,75,70,35,70,48,348,180.0,1000000,35,3840,50.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0
Scrafty,Zuruzukinズルズキン,560,5,dark,fighting,1,30.0,1.1,65,90,115,45,115,58,488,90.0,1000000,70,3840,50.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0
Sigilyph,Symbolerシンボラー,561,5,psychic,flying,1,14.0,1.4,72,58,80,103,80,97,490,45.0,1000000,70,5120,50.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0
Yamask,Desumasuデスマス,562,5,ghost,NT2,0,1.5,0.5,38,30,85,55,65,30,303,190.0,1000000,70,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Cofagrigus,Desukarnデスカーン,563,5,ghost,NT2,1,76.5,1.7,58,50,145,95,105,30,483,90.0,1000000,70,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Tirtouga,Protogaプロトーガ,564,5,water,rock,0,16.5,0.7,54,78,103,53,45,22,355,45.0,1000000,70,7680,88.1,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Carracosta,Abagouraアバゴーラ,565,5,water,rock,1,81.0,1.2,74,108,133,83,65,32,495,45.0,1000000,70,7680,88.1,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Archen,Archenアーケン,566,5,rock,flying,0,9.5,0.5,55,112,45,74,45,70,401,45.0,1000000,70,7680,88.1,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Archeops,Archeosアーケオス,567,5,rock,flying,1,32.0,1.4,75,140,65,112,65,110,567,45.0,1000000,70,7680,88.1,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Trubbish,Yabukuronヤブクロン,568,5,poison,NT2,0,31.0,0.6,50,50,62,40,62,65,329,190.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0
Garbodor,Dustdasダストダス,569,5,poison,NT2,1,107.3,1.9,80,95,82,60,82,75,474,60.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0
Zorua,Zoruaゾロア,570,5,dark,NT2,0,12.5,0.7,40,65,40,80,40,65,330,75.0,1059860,70,6400,88.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Zoroark,Zoroarkゾロアーク,571,5,dark,NT2,1,81.1,1.6,60,105,60,120,60,105,510,45.0,1059860,70,5120,88.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Minccino,Chillarmyチラーミィ,572,5,normal,NT2,0,5.8,0.4,55,50,40,40,40,75,300,255.0,800000,70,3840,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Cinccino,Chillaccinoチラチーノ,573,5,normal,NT2,1,7.5,0.5,75,95,60,65,60,115,470,60.0,800000,70,3840,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Gothita,Gothimuゴチム,574,5,psychic,NT2,0,5.8,0.4,45,30,50,55,65,45,290,200.0,1059860,70,5120,24.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Gothorita,Gothimiruゴチミル,575,5,psychic,NT2,0,18.0,0.7,60,45,70,75,85,55,390,100.0,1059860,70,5120,24.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Gothitelle,Gothiruselleゴチルゼル,576,5,psychic,NT2,1,44.0,1.5,70,55,95,95,110,65,490,50.0,1059860,70,5120,24.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Solosis,Uniranユニラン,577,5,psychic,NT2,0,1.0,0.3,45,30,40,105,50,20,290,200.0,1059860,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Duosion,Doublanダブラン,578,5,psychic,NT2,0,8.0,0.6,65,40,50,125,60,30,370,100.0,1059860,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Reuniclus,Lanculusランクルス,579,5,psychic,NT2,1,20.1,1.0,110,65,75,125,85,30,490,50.0,1059860,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
